"AGE","GEO","SEX","TIME","CITIZEN","UNIT","Value","Flag and Footnotes"
"From 55 to 59 years","Croatia","Total","2015","Total","Percentage","12.8",""
"From 55 to 59 years","Croatia","Total","2016","Total","Percentage","10.7",""
"From 55 to 59 years","Croatia","Males","2005","Total","Percentage","10.2","bu"
"From 55 to 59 years","Croatia","Males","2006","Total","Percentage","7.3","bu"
"From 55 to 59 years","Croatia","Males","2007","Total","Percentage","6.3","u"
"From 55 to 59 years","Croatia","Males","2008","Total","Percentage","6.2","u"
"From 55 to 59 years","Croatia","Males","2009","Total","Percentage","5.8","u"
"From 55 to 59 years","Croatia","Males","2010","Total","Percentage","6.8","u"
"From 55 to 59 years","Croatia","Males","2011","Total","Percentage","9.0","u"
"From 55 to 59 years","Croatia","Males","2012","Total","Percentage","11.3",""
"From 55 to 59 years","Croatia","Males","2013","Total","Percentage","11.8",""
"From 55 to 59 years","Croatia","Males","2014","Total","Percentage","12.0",""
"From 55 to 59 years","Croatia","Males","2015","Total","Percentage","13.0",""
"From 55 to 59 years","Croatia","Males","2016","Total","Percentage","12.2",""
"From 55 to 59 years","Croatia","Females","2005","Total","Percentage","5.8","bu"
"From 55 to 59 years","Croatia","Females","2006","Total","Percentage","6.2","bu"
"From 55 to 59 years","Croatia","Females","2007","Total","Percentage","6.0","u"
"From 55 to 59 years","Croatia","Females","2008","Total","Percentage","5.9","u"
"From 55 to 59 years","Croatia","Females","2009","Total","Percentage","7.0","u"
"From 55 to 59 years","Croatia","Females","2010","Total","Percentage","7.7","u"
"From 55 to 59 years","Croatia","Females","2011","Total","Percentage","8.9","u"
"From 55 to 59 years","Croatia","Females","2012","Total","Percentage","12.7","u"
"From 55 to 59 years","Croatia","Females","2013","Total","Percentage","9.0","u"
"From 55 to 59 years","Croatia","Females","2014","Total","Percentage","11.8","u"
"From 55 to 59 years","Croatia","Females","2015","Total","Percentage","12.5","u"
"From 55 to 59 years","Croatia","Females","2016","Total","Percentage","8.9","u"
"From 55 to 59 years","Italy","Total","2005","Total","Percentage","3.4","b"
"From 55 to 59 years","Italy","Total","2006","Total","Percentage","2.7",""
"From 55 to 59 years","Italy","Total","2007","Total","Percentage","2.4",""
"From 55 to 59 years","Italy","Total","2008","Total","Percentage","3.2",""
"From 55 to 59 years","Italy","Total","2009","Total","Percentage","3.6",""
"From 55 to 59 years","Italy","Total","2010","Total","Percentage","3.6",""
"From 55 to 59 years","Italy","Total","2011","Total","Percentage","3.8",""
"From 55 to 59 years","Italy","Total","2012","Total","Percentage","5.3",""
"From 55 to 59 years","Italy","Total","2013","Total","Percentage","6.0",""
"From 55 to 59 years","Italy","Total","2014","Total","Percentage","6.0",""
"From 55 to 59 years","Italy","Total","2015","Total","Percentage","5.9",""
"From 55 to 59 years","Italy","Total","2016","Total","Percentage","6.0",""
"From 55 to 59 years","Italy","Males","2005","Total","Percentage","3.4","b"
"From 55 to 59 years","Italy","Males","2006","Total","Percentage","2.8",""
"From 55 to 59 years","Italy","Males","2007","Total","Percentage","2.5",""
"From 55 to 59 years","Italy","Males","2008","Total","Percentage","3.4",""
"From 55 to 59 years","Italy","Males","2009","Total","Percentage","4.0",""
"From 55 to 59 years","Italy","Males","2010","Total","Percentage","4.0",""
"From 55 to 59 years","Italy","Males","2011","Total","Percentage","4.6",""
"From 55 to 59 years","Italy","Males","2012","Total","Percentage","5.8",""
"From 55 to 59 years","Italy","Males","2013","Total","Percentage","7.0",""
"From 55 to 59 years","Italy","Males","2014","Total","Percentage","6.7",""
"From 55 to 59 years","Italy","Males","2015","Total","Percentage","6.7",""
"From 55 to 59 years","Italy","Males","2016","Total","Percentage","6.5",""
"From 55 to 59 years","Italy","Females","2005","Total","Percentage","3.3","b"
"From 55 to 59 years","Italy","Females","2006","Total","Percentage","2.5",""
"From 55 to 59 years","Italy","Females","2007","Total","Percentage","2.1",""
"From 55 to 59 years","Italy","Females","2008","Total","Percentage","2.9",""
"From 55 to 59 years","Italy","Females","2009","Total","Percentage","3.0",""
"From 55 to 59 years","Italy","Females","2010","Total","Percentage","3.0",""
"From 55 to 59 years","Italy","Females","2011","Total","Percentage","2.6",""
"From 55 to 59 years","Italy","Females","2012","Total","Percentage","4.4",""
"From 55 to 59 years","Italy","Females","2013","Total","Percentage","4.5",""
"From 55 to 59 years","Italy","Females","2014","Total","Percentage","5.0",""
"From 55 to 59 years","Italy","Females","2015","Total","Percentage","4.8",""
"From 55 to 59 years","Italy","Females","2016","Total","Percentage","5.3",""
"From 55 to 59 years","Cyprus","Total","2005","Total","Percentage","3.7","bu"
"From 55 to 59 years","Cyprus","Total","2006","Total","Percentage","3.0","u"
"From 55 to 59 years","Cyprus","Total","2007","Total","Percentage","3.2","u"
"From 55 to 59 years","Cyprus","Total","2008","Total","Percentage","2.7","u"
"From 55 to 59 years","Cyprus","Total","2009","Total","Percentage","3.3","bu"
"From 55 to 59 years","Cyprus","Total","2010","Total","Percentage","4.5",""
"From 55 to 59 years","Cyprus","Total","2011","Total","Percentage","4.8",""
"From 55 to 59 years","Cyprus","Total","2012","Total","Percentage","9.7",""
"From 55 to 59 years","Cyprus","Total","2013","Total","Percentage","12.7",""
"From 55 to 59 years","Cyprus","Total","2014","Total","Percentage","16.0",""
"From 55 to 59 years","Cyprus","Total","2015","Total","Percentage","15.4",""
"From 55 to 59 years","Cyprus","Total","2016","Total","Percentage","11.2",""
"From 55 to 59 years","Cyprus","Males","2005","Total","Percentage","3.7","bu"
"From 55 to 59 years","Cyprus","Males","2006","Total","Percentage",":","u"
"From 55 to 59 years","Cyprus","Males","2007","Total","Percentage","2.7","u"
"From 55 to 59 years","Cyprus","Males","2008","Total","Percentage",":","u"
"From 55 to 59 years","Cyprus","Males","2009","Total","Percentage","2.8","bu"
"From 55 to 59 years","Cyprus","Males","2010","Total","Percentage","4.9","u"
"From 55 to 59 years","Cyprus","Males","2011","Total","Percentage","5.2","u"
"From 55 to 59 years","Cyprus","Males","2012","Total","Percentage","11.2",""
"From 55 to 59 years","Cyprus","Males","2013","Total","Percentage","15.4",""
"From 55 to 59 years","Cyprus","Males","2014","Total","Percentage","16.2",""
"From 55 to 59 years","Cyprus","Males","2015","Total","Percentage","16.3",""
"From 55 to 59 years","Cyprus","Males","2016","Total","Percentage","13.4",""
"From 55 to 59 years","Cyprus","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Cyprus","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Cyprus","Females","2007","Total","Percentage",":","u"
"From 55 to 59 years","Cyprus","Females","2008","Total","Percentage",":","u"
"From 55 to 59 years","Cyprus","Females","2009","Total","Percentage","4.2","bu"
"From 55 to 59 years","Cyprus","Females","2010","Total","Percentage","4.0","u"
"From 55 to 59 years","Cyprus","Females","2011","Total","Percentage","4.3","u"
"From 55 to 59 years","Cyprus","Females","2012","Total","Percentage","7.6","u"
"From 55 to 59 years","Cyprus","Females","2013","Total","Percentage","8.6","u"
"From 55 to 59 years","Cyprus","Females","2014","Total","Percentage","15.5",""
"From 55 to 59 years","Cyprus","Females","2015","Total","Percentage","14.0",""
"From 55 to 59 years","Cyprus","Females","2016","Total","Percentage","8.3","u"
"From 55 to 59 years","Latvia","Total","2005","Total","Percentage","10.7","b"
"From 55 to 59 years","Latvia","Total","2006","Total","Percentage","7.9",""
"From 55 to 59 years","Latvia","Total","2007","Total","Percentage","5.5",""
"From 55 to 59 years","Latvia","Total","2008","Total","Percentage","7.6",""
"From 55 to 59 years","Latvia","Total","2009","Total","Percentage","15.5",""
"From 55 to 59 years","Latvia","Total","2010","Total","Percentage","17.4",""
"From 55 to 59 years","Latvia","Total","2011","Total","Percentage","17.8",""
"From 55 to 59 years","Latvia","Total","2012","Total","Percentage","17.7",""
"From 55 to 59 years","Latvia","Total","2013","Total","Percentage","11.7",""
"From 55 to 59 years","Latvia","Total","2014","Total","Percentage","11.3",""
"From 55 to 59 years","Latvia","Total","2015","Total","Percentage","10.5",""
"From 55 to 59 years","Latvia","Total","2016","Total","Percentage","10.8",""
"From 55 to 59 years","Latvia","Males","2005","Total","Percentage","13.3","b"
"From 55 to 59 years","Latvia","Males","2006","Total","Percentage","9.7",""
"From 55 to 59 years","Latvia","Males","2007","Total","Percentage","6.4",""
"From 55 to 59 years","Latvia","Males","2008","Total","Percentage","9.6",""
"From 55 to 59 years","Latvia","Males","2009","Total","Percentage","19.4",""
"From 55 to 59 years","Latvia","Males","2010","Total","Percentage","21.5",""
"From 55 to 59 years","Latvia","Males","2011","Total","Percentage","20.3",""
"From 55 to 59 years","Latvia","Males","2012","Total","Percentage","18.2",""
"From 55 to 59 years","Latvia","Males","2013","Total","Percentage","12.3",""
"From 55 to 59 years","Latvia","Males","2014","Total","Percentage","12.9",""
"From 55 to 59 years","Latvia","Males","2015","Total","Percentage","12.5",""
"From 55 to 59 years","Latvia","Males","2016","Total","Percentage","13.5",""
"From 55 to 59 years","Latvia","Females","2005","Total","Percentage","8.3","b"
"From 55 to 59 years","Latvia","Females","2006","Total","Percentage","6.3","u"
"From 55 to 59 years","Latvia","Females","2007","Total","Percentage","4.8",""
"From 55 to 59 years","Latvia","Females","2008","Total","Percentage","5.8",""
"From 55 to 59 years","Latvia","Females","2009","Total","Percentage","12.4",""
"From 55 to 59 years","Latvia","Females","2010","Total","Percentage","14.4",""
"From 55 to 59 years","Latvia","Females","2011","Total","Percentage","15.9",""
"From 55 to 59 years","Latvia","Females","2012","Total","Percentage","17.2",""
"From 55 to 59 years","Latvia","Females","2013","Total","Percentage","11.3",""
"From 55 to 59 years","Latvia","Females","2014","Total","Percentage","10.0",""
"From 55 to 59 years","Latvia","Females","2015","Total","Percentage","8.8",""
"From 55 to 59 years","Latvia","Females","2016","Total","Percentage","8.5",""
"From 55 to 59 years","Lithuania","Total","2005","Total","Percentage","8.4","bu"
"From 55 to 59 years","Lithuania","Total","2006","Total","Percentage","7.6","u"
"From 55 to 59 years","Lithuania","Total","2007","Total","Percentage","4.7","u"
"From 55 to 59 years","Lithuania","Total","2008","Total","Percentage","5.2","u"
"From 55 to 59 years","Lithuania","Total","2009","Total","Percentage","12.3",""
"From 55 to 59 years","Lithuania","Total","2010","Total","Percentage","17.3",""
"From 55 to 59 years","Lithuania","Total","2011","Total","Percentage","16.1",""
"From 55 to 59 years","Lithuania","Total","2012","Total","Percentage","14.7",""
"From 55 to 59 years","Lithuania","Total","2013","Total","Percentage","12.9",""
"From 55 to 59 years","Lithuania","Total","2014","Total","Percentage","11.5",""
"From 55 to 59 years","Lithuania","Total","2015","Total","Percentage","9.8",""
"From 55 to 59 years","Lithuania","Total","2016","Total","Percentage","7.8",""
"From 55 to 59 years","Lithuania","Males","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Lithuania","Males","2006","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Males","2007","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Males","2008","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Males","2009","Total","Percentage","13.5",""
"From 55 to 59 years","Lithuania","Males","2010","Total","Percentage","18.9",""
"From 55 to 59 years","Lithuania","Males","2011","Total","Percentage","17.6",""
"From 55 to 59 years","Lithuania","Males","2012","Total","Percentage","15.5",""
"From 55 to 59 years","Lithuania","Males","2013","Total","Percentage","14.9",""
"From 55 to 59 years","Lithuania","Males","2014","Total","Percentage","14.5",""
"From 55 to 59 years","Lithuania","Males","2015","Total","Percentage","11.4",""
"From 55 to 59 years","Lithuania","Males","2016","Total","Percentage","8.8","u"
"From 55 to 59 years","Lithuania","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Lithuania","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Females","2007","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Females","2008","Total","Percentage",":","u"
"From 55 to 59 years","Lithuania","Females","2009","Total","Percentage","11.3",""
"From 55 to 59 years","Lithuania","Females","2010","Total","Percentage","15.9",""
"From 55 to 59 years","Lithuania","Females","2011","Total","Percentage","14.8",""
"From 55 to 59 years","Lithuania","Females","2012","Total","Percentage","14.0",""
"From 55 to 59 years","Lithuania","Females","2013","Total","Percentage","11.2",""
"From 55 to 59 years","Lithuania","Females","2014","Total","Percentage","8.9","u"
"From 55 to 59 years","Lithuania","Females","2015","Total","Percentage","8.4","u"
"From 55 to 59 years","Lithuania","Females","2016","Total","Percentage","7.0","u"
"From 55 to 59 years","Luxembourg","Total","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Total","2006","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Total","2007","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Total","2008","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Total","2009","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Total","2010","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Total","2011","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Total","2012","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Total","2013","Total","Percentage","3.8","u"
"From 55 to 59 years","Luxembourg","Total","2014","Total","Percentage","4.8","u"
"From 55 to 59 years","Luxembourg","Total","2015","Total","Percentage","4.2","bu"
"From 55 to 59 years","Luxembourg","Total","2016","Total","Percentage","5.4",""
"From 55 to 59 years","Luxembourg","Males","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Males","2006","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2007","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Males","2008","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2009","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Males","2010","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2011","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2012","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2013","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Males","2014","Total","Percentage","4.9","u"
"From 55 to 59 years","Luxembourg","Males","2015","Total","Percentage","4.8","bu"
"From 55 to 59 years","Luxembourg","Males","2016","Total","Percentage","6.3","u"
"From 55 to 59 years","Luxembourg","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2007","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Females","2008","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2009","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Females","2010","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2011","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2012","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2013","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2014","Total","Percentage",":","u"
"From 55 to 59 years","Luxembourg","Females","2015","Total","Percentage",":","bu"
"From 55 to 59 years","Luxembourg","Females","2016","Total","Percentage",":","u"
"From 55 to 59 years","Hungary","Total","2005","Total","Percentage","4.4","b"
"From 55 to 59 years","Hungary","Total","2006","Total","Percentage","4.1",""
"From 55 to 59 years","Hungary","Total","2007","Total","Percentage","5.0",""
"From 55 to 59 years","Hungary","Total","2008","Total","Percentage","5.6",""
"From 55 to 59 years","Hungary","Total","2009","Total","Percentage","7.1",""
"From 55 to 59 years","Hungary","Total","2010","Total","Percentage","8.6",""
"From 55 to 59 years","Hungary","Total","2011","Total","Percentage","10.0",""
"From 55 to 59 years","Hungary","Total","2012","Total","Percentage","8.8",""
"From 55 to 59 years","Hungary","Total","2013","Total","Percentage","8.4",""
"From 55 to 59 years","Hungary","Total","2014","Total","Percentage","6.0",""
"From 55 to 59 years","Hungary","Total","2015","Total","Percentage","5.1",""
"From 55 to 59 years","Hungary","Total","2016","Total","Percentage","3.8",""
"From 55 to 59 years","Hungary","Males","2005","Total","Percentage","5.0","b"
"From 55 to 59 years","Hungary","Males","2006","Total","Percentage","4.6",""
"From 55 to 59 years","Hungary","Males","2007","Total","Percentage","5.4",""
"From 55 to 59 years","Hungary","Males","2008","Total","Percentage","5.9",""
"From 55 to 59 years","Hungary","Males","2009","Total","Percentage","7.4",""
"From 55 to 59 years","Hungary","Males","2010","Total","Percentage","9.5",""
"From 55 to 59 years","Hungary","Males","2011","Total","Percentage","11.1",""
"From 55 to 59 years","Hungary","Males","2012","Total","Percentage","9.1",""
"From 55 to 59 years","Hungary","Males","2013","Total","Percentage","9.0",""
"From 55 to 59 years","Hungary","Males","2014","Total","Percentage","5.9",""
"From 55 to 59 years","Hungary","Males","2015","Total","Percentage","5.1",""
"From 55 to 59 years","Hungary","Males","2016","Total","Percentage","3.6",""
"From 55 to 59 years","Hungary","Females","2005","Total","Percentage","3.7","b"
"From 55 to 59 years","Hungary","Females","2006","Total","Percentage","3.7",""
"From 55 to 59 years","Hungary","Females","2007","Total","Percentage","4.4",""
"From 55 to 59 years","Hungary","Females","2008","Total","Percentage","5.4",""
"From 55 to 59 years","Hungary","Females","2009","Total","Percentage","6.8",""
"From 55 to 59 years","Hungary","Females","2010","Total","Percentage","7.7",""
"From 55 to 59 years","Hungary","Females","2011","Total","Percentage","8.8",""
"From 55 to 59 years","Hungary","Females","2012","Total","Percentage","8.6",""
"From 55 to 59 years","Hungary","Females","2013","Total","Percentage","7.7",""
"From 55 to 59 years","Hungary","Females","2014","Total","Percentage","6.2",""
"From 55 to 59 years","Hungary","Females","2015","Total","Percentage","5.1",""
"From 55 to 59 years","Hungary","Females","2016","Total","Percentage","4.0",""
"From 55 to 59 years","Malta","Total","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Malta","Total","2006","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Total","2007","Total","Percentage","3.4","u"
"From 55 to 59 years","Malta","Total","2008","Total","Percentage","4.4","u"
"From 55 to 59 years","Malta","Total","2009","Total","Percentage","6.0",""
"From 55 to 59 years","Malta","Total","2010","Total","Percentage","4.4","u"
"From 55 to 59 years","Malta","Total","2011","Total","Percentage","3.1","u"
"From 55 to 59 years","Malta","Total","2012","Total","Percentage","4.3","u"
"From 55 to 59 years","Malta","Total","2013","Total","Percentage","5.9",""
"From 55 to 59 years","Malta","Total","2014","Total","Percentage","6.4",""
"From 55 to 59 years","Malta","Total","2015","Total","Percentage","4.5","u"
"From 55 to 59 years","Malta","Total","2016","Total","Percentage","3.8","u"
"From 55 to 59 years","Malta","Males","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Malta","Males","2006","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Males","2007","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Males","2008","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Males","2009","Total","Percentage","5.8","u"
"From 55 to 59 years","Malta","Males","2010","Total","Percentage","4.6","u"
"From 55 to 59 years","Malta","Males","2011","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Males","2012","Total","Percentage","3.6","u"
"From 55 to 59 years","Malta","Males","2013","Total","Percentage","6.4","u"
"From 55 to 59 years","Malta","Males","2014","Total","Percentage","7.3",""
"From 55 to 59 years","Malta","Males","2015","Total","Percentage","4.6","u"
"From 55 to 59 years","Malta","Males","2016","Total","Percentage","4.0","u"
"From 55 to 59 years","Malta","Females","2005","Total","Percentage",":","b"
"From 55 to 59 years","Malta","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2007","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2008","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2009","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2010","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2011","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2012","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2013","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2014","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2015","Total","Percentage",":","u"
"From 55 to 59 years","Malta","Females","2016","Total","Percentage",":","u"
"From 55 to 59 years","Netherlands","Total","2005","Total","Percentage","4.2","b"
"From 55 to 59 years","Netherlands","Total","2006","Total","Percentage","3.8",""
"From 55 to 59 years","Netherlands","Total","2007","Total","Percentage","3.4",""
"From 55 to 59 years","Netherlands","Total","2008","Total","Percentage","3.0",""
"From 55 to 59 years","Netherlands","Total","2009","Total","Percentage","3.0",""
"From 55 to 59 years","Netherlands","Total","2010","Total","Percentage","4.1","b"
"From 55 to 59 years","Netherlands","Total","2011","Total","Percentage","4.5","b"
"From 55 to 59 years","Netherlands","Total","2012","Total","Percentage","5.2",""
"From 55 to 59 years","Netherlands","Total","2013","Total","Percentage","6.7",""
"From 55 to 59 years","Netherlands","Total","2014","Total","Percentage","7.2",""
"From 55 to 59 years","Netherlands","Total","2015","Total","Percentage","7.0",""
"From 55 to 59 years","Netherlands","Total","2016","Total","Percentage","6.0",""
"From 55 to 59 years","Netherlands","Males","2005","Total","Percentage","4.4","b"
"From 55 to 59 years","Netherlands","Males","2006","Total","Percentage","3.9",""
"From 55 to 59 years","Netherlands","Males","2007","Total","Percentage","3.5",""
"From 55 to 59 years","Netherlands","Males","2008","Total","Percentage","3.1",""
"From 55 to 59 years","Netherlands","Males","2009","Total","Percentage","3.1",""
"From 55 to 59 years","Netherlands","Males","2010","Total","Percentage","4.4","b"
"From 55 to 59 years","Netherlands","Males","2011","Total","Percentage","4.4","b"
"From 55 to 59 years","Netherlands","Males","2012","Total","Percentage","5.4",""
"From 55 to 59 years","Netherlands","Males","2013","Total","Percentage","6.9",""
"From 55 to 59 years","Netherlands","Males","2014","Total","Percentage","7.5",""
"From 55 to 59 years","Netherlands","Males","2015","Total","Percentage","7.1",""
"From 55 to 59 years","Netherlands","Males","2016","Total","Percentage","5.2",""
"From 55 to 59 years","Netherlands","Females","2005","Total","Percentage","3.7","b"
"From 55 to 59 years","Netherlands","Females","2006","Total","Percentage","3.6",""
"From 55 to 59 years","Netherlands","Females","2007","Total","Percentage","3.2",""
"From 55 to 59 years","Netherlands","Females","2008","Total","Percentage","2.8",""
"From 55 to 59 years","Netherlands","Females","2009","Total","Percentage","2.8",""
"From 55 to 59 years","Netherlands","Females","2010","Total","Percentage","3.6","b"
"From 55 to 59 years","Netherlands","Females","2011","Total","Percentage","4.7","b"
"From 55 to 59 years","Netherlands","Females","2012","Total","Percentage","5.0",""
"From 55 to 59 years","Netherlands","Females","2013","Total","Percentage","6.4",""
"From 55 to 59 years","Netherlands","Females","2014","Total","Percentage","6.9",""
"From 55 to 59 years","Netherlands","Females","2015","Total","Percentage","7.0",""
"From 55 to 59 years","Netherlands","Females","2016","Total","Percentage","7.0",""
"From 55 to 59 years","Austria","Total","2005","Total","Percentage","4.1","b"
"From 55 to 59 years","Austria","Total","2006","Total","Percentage","4.1",""
"From 55 to 59 years","Austria","Total","2007","Total","Percentage","4.0","b"
"From 55 to 59 years","Austria","Total","2008","Total","Percentage","2.6",""
"From 55 to 59 years","Austria","Total","2009","Total","Percentage","3.0",""
"From 55 to 59 years","Austria","Total","2010","Total","Percentage","2.9",""
"From 55 to 59 years","Austria","Total","2011","Total","Percentage","3.8",""
"From 55 to 59 years","Austria","Total","2012","Total","Percentage","3.6",""
"From 55 to 59 years","Austria","Total","2013","Total","Percentage","4.1",""
"From 55 to 59 years","Austria","Total","2014","Total","Percentage","4.4",""
"From 55 to 59 years","Austria","Total","2015","Total","Percentage","5.2",""
"From 55 to 59 years","Austria","Total","2016","Total","Percentage","5.4",""
"From 55 to 59 years","Austria","Males","2005","Total","Percentage","4.8","b"
"From 55 to 59 years","Austria","Males","2006","Total","Percentage","5.1",""
"From 55 to 59 years","Austria","Males","2007","Total","Percentage","3.9","b"
"From 55 to 59 years","Austria","Males","2008","Total","Percentage","2.1","u"
"From 55 to 59 years","Austria","Males","2009","Total","Percentage","3.2","u"
"From 55 to 59 years","Austria","Males","2010","Total","Percentage","3.4","u"
"From 55 to 59 years","Austria","Males","2011","Total","Percentage","4.5",""
"From 55 to 59 years","Austria","Males","2012","Total","Percentage","3.8",""
"From 55 to 59 years","Austria","Males","2013","Total","Percentage","4.5",""
"From 55 to 59 years","Austria","Males","2014","Total","Percentage","5.3",""
"From 55 to 59 years","Austria","Males","2015","Total","Percentage","6.1",""
"From 55 to 59 years","Austria","Males","2016","Total","Percentage","6.1",""
"From 55 to 59 years","Austria","Females","2005","Total","Percentage",":","bu"
"From 55 to 59 years","Austria","Females","2006","Total","Percentage",":","u"
"From 55 to 59 years","Austria","Females","2007","Total","Percentage","4.1","bu"
"From 55 to 59 years","Austria","Females","2008","Total","Percentage","3.3","u"
"From 55 to 59 years","Austria","Females","2009","Total","Percentage","2.8","u"
"From 55 to 59 years","Austria","Females","2010","Total","Percentage",":","u"
"From 55 to 59 years","Austria","Females","2011","Total","Percentage","2.9","u"
"From 55 to 59 years","Austria","Females","2012","Total","Percentage","3.3","u"
"From 55 to 59 years","Austria","Females","2013","Total","Percentage","3.6","u"
"From 55 to 59 years","Austria","Females","2014","Total","Percentage","3.3","u"
"From 55 to 59 years","Austria","Females","2015","Total","Percentage","4.0",""
"From 55 to 59 years","Austria","Females","2016","Total","Percentage","4.5",""
"From 55 to 59 years","Poland","Total","2005","Total","Percentage","12.4","b"
"From 55 to 59 years","Poland","Total","2006","Total","Percentage","9.4",""
"From 55 to 59 years","Poland","Total","2007","Total","Percentage","7.4",""
"From 55 to 59 years","Poland","Total","2008","Total","Percentage","5.9",""
"From 55 to 59 years","Poland","Total","2009","Total","Percentage","6.7",""
"From 55 to 59 years","Poland","Total","2010","Total","Percentage","7.8","b"
"From 55 to 59 years","Poland","Total","2011","Total","Percentage","7.3",""
"From 55 to 59 years","Poland","Total","2012","Total","Percentage","7.8",""
"From 55 to 59 years","Poland","Total","2013","Total","Percentage","8.0",""
"From 55 to 59 years","Poland","Total","2014","Total","Percentage","7.4",""
"From 55 to 59 years","Poland","Total","2015","Total","Percentage","5.7",""
"From 55 to 59 years","Poland","Total","2016","Total","Percentage","4.6",""
"From 55 to 59 years","Poland","Males","2005","Total","Percentage","14.1","b"
"From 55 to 59 years","Poland","Males","2006","Total","Percentage","10.9",""
"From 55 to 59 years","Poland","Males","2007","Total","Percentage","7.8",""
"From 55 to 59 years","Poland","Males","2008","Total","Percentage","6.5",""
"From 55 to 59 years","Poland","Males","2009","Total","Percentage","7.0",""
"From 55 to 59 years","Poland","Males","2010","Total","Percentage","8.0","b"
"From 55 to 59 years","Poland","Males","2011","Total","Percentage","7.4",""
"From 55 to 59 years","Poland","Males","2012","Total","Percentage","8.0",""
"From 55 to 59 years","Poland","Males","2013","Total","Percentage","8.3",""
"From 55 to 59 years","Poland","Males","2014","Total","Percentage","7.4",""
"From 55 to 59 years","Poland","Males","2015","Total","Percentage","6.0",""
"From 55 to 59 years","Poland","Males","2016","Total","Percentage","5.1",""
"From 55 to 59 years","Poland","Females","2005","Total","Percentage","9.5","b"
"From 55 to 59 years","Poland","Females","2006","Total","Percentage","6.7",""
"From 55 to 59 years","Poland","Females","2007","Total","Percentage","6.5",""
"From 55 to 59 years","Poland","Females","2008","Total","Percentage","4.8",""
"From 55 to 59 years","Poland","Females","2009","Total","Percentage","6.3",""
"From 55 to 59 years","Poland","Females","2010","Total","Percentage","7.5","b"
"From 55 to 59 years","Poland","Females","2011","Total","Percentage","7.2",""
"From 55 to 59 years","Poland","Females","2012","Total","Percentage","7.5",""
"From 55 to 59 years","Poland","Females","2013","Total","Percentage","7.5",""
"From 55 to 59 years","Poland","Females","2014","Total","Percentage","7.3",""
